Atlas ID,Original Title,Alternate Titles,ISWC,Chain ID,Chain,IP Name,IPI Name Number,IPI Base Number,IP role,PER Own,PER Soc,MEC Own,MEC Soc,Performers
AW0MR925,EMERGENCIA,EMERGENCIA FEAT. HUNGRIA HIP HOP,,M,L,ATRACAO PRODUCOES ILIMITADAS LTDA,00264298442,I-000116027-4,E,"7,14",UBC (093),"7,14",NS (099),DIEGO E RAY
AW0MRAX9,CAI DE BOCA NA BOCA,,,A,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MRAX9,CAI DE BOCA NA BOCA,,,B,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MRAX9,CAI DE BOCA NA BOCA,,,C,,ALEX RODRIGUES DA SILVA,00782142933,I-004206258-6,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MRAX9,CAI DE BOCA NA BOCA,,,D,,DIEGO FERRARI,AP062PN3,,CA,"8,34",Non-IPI (999),"8,34",Non-IPI (999),
AW0MRAX9,CAI DE BOCA NA BOCA,,,E,,EVERTON MATOS,AP061JKY,,CA,"8,34",Non-IPI (999),"8,34",Non-IPI (999),
AW0MRAX9,CAI DE BOCA NA BOCA,,,F,,PAULO PIRES,AP05WKRX,,CA,"8,33",Non-IPI (999),"8,33",Non-IPI (999),
AW0MRAX9,CAI DE BOCA NA BOCA,,,J,,EVERTON DOMINGOS DE MATOS,00405673367,I-001801472-5,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MRAX9,CAI DE BOCA NA BOCA,,,K,,PAULO HENRIQUE DA SILVA PIRES,00706009671,I-003720004-5,CA,"12,49",SBACEM (066),"12,49",SBACEM (066),
AW0MRAX9,CAI DE BOCA NA BOCA,,,L,,DIEGO MARADONA FERREIRA DA SILVA,00605933646,I-003088677-0,CA,"12,50",UBC (093),"12,50",NS (099),
AW0MRAX9,CAI DE BOCA NA BOCA,,,G,A | B | C,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MRAX9,CAI DE BOCA NA BOCA,,,H,A | B | C,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MRAX9,CAI DE BOCA NA BOCA,,,I,A | B | C,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MRAX9,CAI DE BOCA NA BOCA,,,M,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MRAX9,CAI DE BOCA NA BOCA,,,N,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MRAX9,CAI DE BOCA NA BOCA,,,O,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MRC15,SOBRENOME E ENDERECO,,,A,,NEI CAMPELO,AP063YQ2,,CA,"5,00",Non-IPI (999),"5,00",Non-IPI (999),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,B,,JOHNY CASTRO,AP063YQ5,,CA,"5,00",Non-IPI (999),"5,00",Non-IPI (999),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,C,,DIEGO FERRARI,AP062PN3,,CA,"5,00",Non-IPI (999),"5,00",Non-IPI (999),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,D,,LEO FIUZA,AP063YQ6,,CA,"5,00",Non-IPI (999),"5,00",Non-IPI (999),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,E,,EVERTON MATOS,AP061JKY,,CA,"5,00",Non-IPI (999),"5,00",Non-IPI (999),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,F,,PAULO PIRES,AP05WKRX,,CA,"5,00",Non-IPI (999),"5,00",Non-IPI (999),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,G,,LUIZ HENRIQUE PALONI,AP05Z4YD,,CA,"5,00",Non-IPI (999),"5,00",Non-IPI (999),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,H,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"7,50",SOCINPRO (189),"7,50",NS (099),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,I,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"7,50",SOCINPRO (189),"7,50",NS (099),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,M,,SANDOVAL NOGUEIRA DE MORAES NETO,00757818298,I-004051406-3,CA,"7,50",SBACEM (066),"7,50",SBACEM (066),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,J,H | I | M,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"2,50",UBC (093),"2,50",NS (099),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,K,H | I | M,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"2,50",UBC (093),"2,50",NS (099),LOLA
AW0MRC15,SOBRENOME E ENDERECO,,,L,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"2,50",NS (099),"2,50",NS (099),LOLA
AW0MRDN6,NOSSA SEDE COMBINA,,,A,,FELIPE GOFFI DOS SANTOS,00721892044,I-003819875-1,CA,"18,75",UBC (093),"18,75",SBACEM (066),
AW0MRDN6,NOSSA SEDE COMBINA,,,B,,VICTOR HUGO TAKAMINI BOGO,AP063YGR,,CA,"12,50",Non-IPI (999),"12,50",Non-IPI (999),
AW0MRDN6,NOSSA SEDE COMBINA,,,C,,EDUARDO DALLAS,AP063YGS,,CA,"12,50",Non-IPI (999),"12,50",Non-IPI (999),
AW0MRDN6,NOSSA SEDE COMBINA,,,D,,GABRIEL VITTOR,AP05VLI6,,CA,"12,50",Non-IPI (999),"12,50",Non-IPI (999),
AW0MRDN6,NOSSA SEDE COMBINA,,,E,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"6,25",UBC (093),"6,25",NS (099),
AW0MRDN6,NOSSA SEDE COMBINA,,,F,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"12,50",NS (099),"12,50",NS (099),
AW0MRDN6,NOSSA SEDE COMBINA,,,G,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"12,50",NS (099),"12,50",NS (099),
AW0MRDN6,NOSSA SEDE COMBINA,,,H,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"12,50",NS (099),"12,50",NS (099),
AW0MREPR,MIL MOTIVOS,,,A,,ALEX RODRIGUES DA SILVA,00782142933,I-004206258-6,CA,"8,33",SOCINPRO (189),"0,00",NS (099),
AW0MREPR,MIL MOTIVOS,,,B,,DIEGO MARADONA FERREIRA DA SILVA,00605933646,I-003088677-0,CA,"8,33",UBC (093),"0,00",NS (099),
AW0MREPR,MIL MOTIVOS,,,C,,EVERTON DOMINGOS DE MATOS,00405673367,I-001801472-5,CA,"8,33",SOCINPRO (189),"8,34",NS (099),
AW0MREPR,MIL MOTIVOS,,,D,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"8,33",SOCINPRO (189),"8,34",NS (099),
AW0MREPR,MIL MOTIVOS,,,E,,PAULO HENRIQUE DA SILVA PIRES,00706009671,I-003720004-5,CA,"8,33",SBACEM (066),"8,34",SBACEM (066),
AW0MREPR,MIL MOTIVOS,,,F,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"8,33",SOCINPRO (189),"0,00",NS (099),
AW0MREPR,MIL MOTIVOS,,,G,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"24,99",NS (099),"25,02",NS (099),
AW0MREPR,MIL MOTIVOS,,,H,F,WARNER CHAPPELL MUSIC IT NA S R L,00221851397,I-001664433-8,E,"25,00",SIAE (074),"49,96",SIAE (074),
AW0MREPQ,NA COLA DO EU TE AMO,,,A,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MREPQ,NA COLA DO EU TE AMO,,,B,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MREPQ,NA COLA DO EU TE AMO,,,C,,ALEX RODRIGUES DA SILVA,00782142933,I-004206258-6,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MREPQ,NA COLA DO EU TE AMO,,,D,,EVERTON DOMINGOS DE MATOS,00405673367,I-001801472-5,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MREPQ,NA COLA DO EU TE AMO,,,E,,PAULO HENRIQUE DA SILVA PIRES,00706009671,I-003720004-5,CA,"12,50",SBACEM (066),"12,50",SBACEM (066),
AW0MREPQ,NA COLA DO EU TE AMO,,,F,,DIEGO MARADONA FERREIRA DA SILVA,00605933646,I-003088677-0,CA,"12,50",UBC (093),"12,50",NS (099),
AW0MREPQ,NA COLA DO EU TE AMO,,,G,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREPQ,NA COLA DO EU TE AMO,,,H,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREPQ,NA COLA DO EU TE AMO,,,I,C,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREPQ,NA COLA DO EU TE AMO,,,J,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREPQ,NA COLA DO EU TE AMO,,,K,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREPQ,NA COLA DO EU TE AMO,,,L,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREPT,MENTE AI,,,A,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MREPT,MENTE AI,,,B,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MREPT,MENTE AI,,,C,,ALEX RODRIGUES DA SILVA,00782142933,I-004206258-6,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MREPT,MENTE AI,,,D,,EVERTON DOMINGOS DE MATOS,00405673367,I-001801472-5,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MREPT,MENTE AI,,,E,,PAULO HENRIQUE DA SILVA PIRES,00706009671,I-003720004-5,CA,"12,50",SBACEM (066),"12,50",SBACEM (066),
AW0MREPT,MENTE AI,,,F,,DIEGO MARADONA FERREIRA DA SILVA,00605933646,I-003088677-0,CA,"12,50",UBC (093),"12,50",NS (099),
AW0MREPT,MENTE AI,,,G,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREPT,MENTE AI,,,H,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREPT,MENTE AI,,,I,C,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREPT,MENTE AI,,,J,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREPT,MENTE AI,,,K,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREPT,MENTE AI,,,L,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREPV,REABILITACAO,,,A,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MREPV,REABILITACAO,,,B,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MREPV,REABILITACAO,,,C,,ALEX RODRIGUES DA SILVA,00782142933,I-004206258-6,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MREPV,REABILITACAO,,,D,,EVERTON DOMINGOS DE MATOS,00405673367,I-001801472-5,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MREPV,REABILITACAO,,,E,,PAULO HENRIQUE DA SILVA PIRES,00706009671,I-003720004-5,CA,"12,50",SBACEM (066),"12,50",SBACEM (066),
AW0MREPV,REABILITACAO,,,F,,DIEGO MARADONA FERREIRA DA SILVA,00605933646,I-003088677-0,CA,"12,50",UBC (093),"12,50",NS (099),
AW0MREPV,REABILITACAO,,,G,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREPV,REABILITACAO,,,H,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREPV,REABILITACAO,,,I,C,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREPV,REABILITACAO,,,J,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREPV,REABILITACAO,,,K,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREPV,REABILITACAO,,,L,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREPX,QUASE NAMORADOS,,T3037670154,A,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"12,49",SOCINPRO (189),"12,49",NS (099),FELIPE & GUSTAVO | FELIPE JORGE CRUZ | LUCAS MAURILLIO
AW0MREPX,QUASE NAMORADOS,,T3037670154,B,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"12,50",SOCINPRO (189),"12,50",NS (099),FELIPE & GUSTAVO | FELIPE JORGE CRUZ | LUCAS MAURILLIO
AW0MREPX,QUASE NAMORADOS,,T3037670154,C,,ALEX RODRIGUES DA SILVA,00782142933,I-004206258-6,CA,"12,49",SOCINPRO (189),"12,49",NS (099),FELIPE & GUSTAVO | FELIPE JORGE CRUZ | LUCAS MAURILLIO
AW0MREPX,QUASE NAMORADOS,,T3037670154,G,,DIEGO MARADONA FERREIRA DA SILVA,00605933646,I-003088677-0,CA,"8,34",UBC (093),"12,50",NS (099),FELIPE & GUSTAVO | FELIPE JORGE CRUZ | LUCAS MAURILLIO
AW0MREPX,QUASE NAMORADOS,,T3037670154,H,,EVERTON DOMINGOS DE MATOS,00405673367,I-001801472-5,CA,"8,34",SOCINPRO (189),"12,50",NS (099),FELIPE & GUSTAVO | FELIPE JORGE CRUZ | LUCAS MAURILLIO
AW0MREPX,QUASE NAMORADOS,,T3037670154,I,,PAULO HENRIQUE DA SILVA PIRES,00706009671,I-003720004-5,CA,"8,34",SBACEM (066),"12,50",SBACEM (066),FELIPE & GUSTAVO | FELIPE JORGE CRUZ | LUCAS MAURILLIO
AW0MREPX,QUASE NAMORADOS,,T3037670154,D,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),FELIPE & GUSTAVO | FELIPE JORGE CRUZ | LUCAS MAURILLIO
AW0MREPX,QUASE NAMORADOS,,T3037670154,E,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),FELIPE & GUSTAVO | FELIPE JORGE CRUZ | LUCAS MAURILLIO
AW0MREPX,QUASE NAMORADOS,,T3037670154,F,C,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),FELIPE & GUSTAVO | FELIPE JORGE CRUZ | LUCAS MAURILLIO
AW0MREPX,QUASE NAMORADOS,,T3037670154,J,G | H | I,UNIVERSAL MUSIC PUBLISHING MGB BRASIL LTDA,00535003100,I-002649421-1,E,"25,01",UBC (093),"50,01",NS (099),FELIPE & GUSTAVO | FELIPE JORGE CRUZ | LUCAS MAURILLIO
AW0MREQ6,PROIBIDO TE AMAR,,,A,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"8,33",SOCINPRO (189),"8,33",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,B,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"8,33",SOCINPRO (189),"8,33",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,C,,ALEX RODRIGUES DA SILVA,00782142933,I-004206258-6,CA,"8,34",SOCINPRO (189),"8,34",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,D,,DIONATAS,AP063YAU,,CA,"5,55",Non-IPI (999),"5,55",Non-IPI (999),
AW0MREQ6,PROIBIDO TE AMAR,,,E,,EVERTON DOMINGOS DE MATOS,00405673367,I-001801472-5,CA,"8,33",SOCINPRO (189),"8,33",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,F,,NATAN,AP063YPY,,CA,"5,55",Non-IPI (999),"5,55",Non-IPI (999),
AW0MREQ6,PROIBIDO TE AMAR,,,G,,PAULO HENRIQUE DA SILVA PIRES,00706009671,I-003720004-5,CA,"8,33",SBACEM (066),"8,33",SBACEM (066),
AW0MREQ6,PROIBIDO TE AMAR,,,H,,SAMUEL,AP06Q295,,CA,"5,55",Non-IPI (999),"5,55",Non-IPI (999),
AW0MREQ6,PROIBIDO TE AMAR,,,I,,DIEGO MARADONA FERREIRA DA SILVA,00605933646,I-003088677-0,CA,"8,33",UBC (093),"8,33",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,J,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"2,78",UBC (093),"2,78",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,K,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"2,78",UBC (093),"2,78",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,L,C,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"2,78",UBC (093),"2,78",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,M,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"5,55",NS (099),"5,55",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,N,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"2,78",NS (099),"2,78",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,O,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"5,55",NS (099),"5,55",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,P,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"2,78",NS (099),"2,78",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,Q,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"5,55",NS (099),"5,55",NS (099),
AW0MREQ6,PROIBIDO TE AMAR,,,R,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"2,78",NS (099),"2,78",NS (099),
AW0MREQL,VEM PREPARADO,,,A,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MREQL,VEM PREPARADO,,,B,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MREQL,VEM PREPARADO,,,C,,ALEX RODRIGUES DA SILVA,00782142933,I-004206258-6,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MREQL,VEM PREPARADO,,,D,,EVERTON DOMINGOS DE MATOS,00405673367,I-001801472-5,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MREQL,VEM PREPARADO,,,E,,PAULO HENRIQUE DA SILVA PIRES,00706009671,I-003720004-5,CA,"12,50",SBACEM (066),"12,50",SBACEM (066),
AW0MREQL,VEM PREPARADO,,,F,,DIEGO MARADONA FERREIRA DA SILVA,00605933646,I-003088677-0,CA,"12,50",UBC (093),"12,50",NS (099),
AW0MREQL,VEM PREPARADO,,,G,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREQL,VEM PREPARADO,,,H,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREQL,VEM PREPARADO,,,I,C,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREQL,VEM PREPARADO,,,J,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREQL,VEM PREPARADO,,,K,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREQL,VEM PREPARADO,,,L,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,A,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,B,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,C,,ALEX RODRIGUES DA SILVA,00782142933,I-004206258-6,CA,"12,49",SOCINPRO (189),"12,49",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,D,,EVERTON DOMINGOS DE MATOS,00405673367,I-001801472-5,CA,"12,50",SOCINPRO (189),"12,50",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,E,,PAULO HENRIQUE DA SILVA PIRES,00706009671,I-003720004-5,CA,"12,50",SBACEM (066),"12,50",SBACEM (066),
AW0MREQC,PAGOU DE GRANDAO,,,F,,DIEGO MARADONA FERREIRA DA SILVA,00605933646,I-003088677-0,CA,"12,50",UBC (093),"12,50",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,G,A,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,H,B,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,I,C,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"4,17",UBC (093),"4,17",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,J,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,K,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MREQC,PAGOU DE GRANDAO,,,L,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MRGMA,QUEM E VOCE NO ROLE,,T9322060322,B,,WALERIA LEAO DE MORAES,00432051601,I-002054828-9,CA,"25,00",ASSIM (219),"25,00",ASSIM (219),
AW0MRGMA,QUEM E VOCE NO ROLE,,T9322060322,C,,VINNI MIRANDA,AP062I10,,CA,"16,66",Non-IPI (999),"16,66",Non-IPI (999),
AW0MRGMA,QUEM E VOCE NO ROLE,,T9322060322,D,,RODRIGO REYS,AP0636AX,,CA,"16,66",Non-IPI (999),"16,66",Non-IPI (999),
AW0MRGMA,QUEM E VOCE NO ROLE,,T9322060322,E,,RODRIGO ELIONAI DOS REIS,00404151115,I-001793210-2,CA,"25,00",SBACEM (066),"25,00",SBACEM (066),
AW0MRGMA,QUEM E VOCE NO ROLE,,T9322060322,A,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"16,66",NS (099),"16,66",NS (099),
AW0MRGMA,QUEM E VOCE NO ROLE,,T9322060322,F,B | E,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"8,33",UBC (093),"8,33",NS (099),
AW0MRH1O,AGORA EU SEI,,,A,,DIEGO FERRARI,AP062PN3,,CA,"8,34",Non-IPI (999),"8,34",Non-IPI (999),
AW0MRH1O,AGORA EU SEI,,,B,,EVERTON MATOS,AP061JKY,,CA,"8,34",Non-IPI (999),"8,34",Non-IPI (999),
AW0MRH1O,AGORA EU SEI,,,C,,SANDO NETO,AP063GHT,,CA,"8,33",Non-IPI (999),"8,33",Non-IPI (999),
AW0MRH1O,AGORA EU SEI,,,D,,PAULO PIRES,AP05WKRX,,CA,"8,34",Non-IPI (999),"8,34",Non-IPI (999),
AW0MRH1O,AGORA EU SEI,,,J,,GUILHERME DA COSTA E SILVA FERRAZ,00723497037,I-003830458-2,CA,"8,34",SOCINPRO (189),"8,34",NS (099),
AW0MRH1O,AGORA EU SEI,,,K,,SANDOVAL NOGUEIRA DE MORAES NETO,00757818298,I-004051406-3,CA,"8,33",SBACEM (066),"8,33",SBACEM (066),
AW0MRH1O,AGORA EU SEI,,,L,,RAY ANTONIO SILVA PINTO,00783856977,I-004217675-8,CA,"8,33",SOCINPRO (189),"8,33",NS (099),
AW0MRH1O,AGORA EU SEI,,,E,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"8,34",NS (099),"8,34",NS (099),
AW0MRH1O,AGORA EU SEI,,,F,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"8,34",NS (099),"8,34",NS (099),
AW0MRH1O,AGORA EU SEI,,,G,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"8,33",NS (099),"8,33",NS (099),
AW0MRH1O,AGORA EU SEI,,,H,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"4,17",NS (099),"4,17",NS (099),
AW0MRH1O,AGORA EU SEI,,,I,,UNKNOWN PUBLISHER,00288936892,I-001631070-4,E,"8,34",NS (099),"8,34",NS (099),
AW0MRH1O,AGORA EU SEI,,,M,J | K,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"8,33",UBC (093),"8,33",NS (099),
AW0MRH1O,AGORA EU SEI,,,N,J | K,WARNER CHAPPELL EDICOES MUSICAIS LTDA,00232620014,I-001622147-7,E,"8,33",UBC (093),"8,33",NS (099),
AW0MRI23,AMAR SEM SER AMADO DOI (DOI DOI),,,A,,FABRICIO DUTRA,AP063XU9,,CA,"7,14",Non-IPI (999),"7,14",Non-IPI (999),EDY BRITO E SAMUEL
AW0MRI23,AMAR SEM SER AMADO DOI (DOI DOI),,,B,,SANDO NETO,AP063GHT,,CA,"7,14",Non-IPI (999),"7,14",Non-IPI (999),EDY BRITO E SAMUEL
AW0MRI23,AMAR SEM SER AMADO DOI (DOI DOI),,,C,,PAULO PIRES,AP05WKRX,,CA,"7,14",Non-IPI (999),"7,14",Non-IPI (999),EDY BRITO E SAMUEL
